"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2019-12-31,"80634","CO","Greeley","Weld County","Greeley",220,1600,-0.0025,0.0146,0.0249,23094
2019-12-31,"43026","OH","Columbus","Franklin County","Hilliard",221,1380,0.0181,0.0382,-0.0016,21858
2019-12-31,"92592","CA","Riverside-San Bernardino-Ontario","Riverside County","Temecula",222,2050,0.0038,-0.0088,-0.0019,26038
2019-12-31,"43230","OH","Columbus","Franklin County","Gahanna",223,1250,0.0015,0.0075,-0.0523,19187
2019-12-31,"89117","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",224,1550,-0.0034,0.0022,0.0389,23053
2019-12-31,"30080","GA","Atlanta-Sandy Springs-Roswell","Cobb County","Smyrna",225,1490,0.0014,0.0227,0.0417,21251
2019-12-31,"20001","DC","Washington-Arlington-Alexandria","District of Columbia","Washington",226,2620,-0.0022,0.0058,0.0713,18531
2019-12-31,"27834","NC","Greenville","Pitt County","Greenville",227,920,0.0148,0.0074,0.0371,15405
2019-12-31,"90280","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","South Gate",228,2450,-0.0058,0.0109,0.03,15097
2019-12-31,"29072","SC","Columbia","Lexington County","Lexington",229,1280,-0.0006,0.0186,0.0272,22866
2019-12-31,"46227","IN","Indianapolis-Carmel-Anderson","Marion County","Indianapolis",230,950,0.0037,0.0076,0.0157,14229
2019-12-31,"32244","FL","Jacksonville","Duval County","Jacksonville",231,1150,0.0142,0.0351,0.0698,21178
2019-12-31,"21117","MD","Baltimore-Columbia-Towson","Baltimore County","Owings Mills",232,1570,-0.011,0.0155,0.0124,18766
2019-12-31,"19111","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",233,1210,-0.009,0.0029,0.0077,17587
2019-12-31,"90201","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Bell",234,2260,-0.0004,0.0279,-0.0308,9177
2019-12-31,"91730","CA","Riverside-San Bernardino-Ontario","San Bernardino County","Rancho Cucamonga",235,2170,-0.0109,0.003,0.0073,18916
2019-12-31,"75206","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",236,1580,-0.0063,0.0014,0.0271,17502
2019-12-31,"90004","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",237,2910,-0.0053,0.015,0.0463,7738
2019-12-31,"37128","TN","Nashville-Davidson--Murfreesboro--Franklin","Rutherford County","Murfreesboro",238,1430,-0.0082,0.0274,0.0434,33536
2019-12-31,"92109","CA","San Diego-Carlsbad","San Diego County","San Diego",239,3270,-0.0195,-0.0108,0.054,15042
2019-12-31,"30062","GA","Atlanta-Sandy Springs-Roswell","Cobb County","Marietta",240,1580,0.0002,0.0204,0.0338,25078
2019-12-31,"60628","IL","Chicago-Naperville-Elgin","Cook County","Chicago",241,1280,0.0166,0.0178,-0.0012,21223
2019-12-31,"07093","NJ","New York-Newark-Jersey City","Hudson County","West New York",242,2090,-0.0013,0.006,0.0366,10611
2019-12-31,"32822","FL","Orlando-Kissimmee-Sanford","Orange County","Orlando",243,1360,-0.0075,0.0122,0.0314,20435
2019-12-31,"30331","GA","Atlanta-Sandy Springs-Roswell","Fulton County","Atlanta",244,1300,0.0244,0.0379,0.0461,21923
2019-12-31,"75217","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",245,1230,0.01,0.045,0.0272,20615
2019-12-31,"02360","MA","Boston-Cambridge-Newton","Plymouth County","Plymouth",246,1930,0.0041,0.0065,0.0512,27697
2019-12-31,"34953","FL","Port St. Lucie","Saint Lucie County","Port Saint Lucie",247,1540,-0.0077,0.0011,0.0109,28203
2019-12-31,"37130","TN","Nashville-Davidson--Murfreesboro--Franklin","Rutherford County","Murfreesboro",248,1220,0.0077,0.0209,0.0053,20670
2019-12-31,"33186","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","The Crossings",249,1780,-0.0216,-0.0167,-0.0217,30690
2019-12-31,"02155","MA","Boston-Cambridge-Newton","Middlesex County","Medford",250,2470,-0.0138,-0.0303,0.0327,19744
2019-12-31,"10701","NY","New York-Newark-Jersey City","Westchester County","Yonkers",251,2240,0.0137,0.0167,0.0519,9487
2019-12-31,"33012","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Hialeah",252,1750,0.0097,0.0203,-0.001,19414
2019-12-31,"91342","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",253,2570,0.01,0.0076,-0.0007,21770
2019-12-31,"90706","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Bellflower",254,2330,-0.0045,0.0097,0.0005,13116
2019-12-31,"92335","CA","Riverside-San Bernardino-Ontario","San Bernardino County","Fontana",255,1840,0.0012,0.0131,0.036,17354
2019-12-31,"95123","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","San Jose",256,3000,0.0042,-0.0151,0.0032,22402
2019-12-31,"92021","CA","San Diego-Carlsbad","San Diego County","El Cajon",257,2310,-0.012,0.0019,0.0518,13445
2019-12-31,"32174","FL","Deltona-Daytona Beach-Ormond Beach","Volusia County","Ormond Beach",258,1460,-0.0035,0.0002,-0.0073,22284
2019-12-31,"22304","VA","Washington-Arlington-Alexandria","Alexandria City","Alexandria",259,1790,-0.0104,-0.0244,-0.0121,13989
2019-12-31,"87121","NM","Albuquerque","Bernalillo County","Albuquerque",260,1060,0.0002,-0.0222,0.0203,20572
2019-12-31,"11372","NY","New York-Newark-Jersey City","Queens County","New York",261,2140,0.0181,0.055,0.0278,20882
2019-12-31,"22193","VA","Washington-Arlington-Alexandria","Prince William County","Woodbridge",262,1880,0.0027,0.0182,0.0074,24712
2019-12-31,"93065","CA","Oxnard-Thousand Oaks-Ventura","Ventura County","Simi Valley",263,2670,-0.0005,-0.0021,0.01,23241
2019-12-31,"27858","NC","Greenville","Pitt County","Greenville",264,1030,0.02,0.0129,0.0341,17587
2019-12-31,"60649","IL","Chicago-Naperville-Elgin","Cook County","Chicago",265,1220,0.0045,-0.0018,-0.0107,9875
2019-12-31,"33063","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Margate",266,1460,-0.0028,0.0015,0.0069,26945
2019-12-31,"27703","NC","Durham-Chapel Hill","Durham County","Durham",267,1250,-0.0011,0.0155,0.0546,22532
2019-12-31,"23454","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City","Virginia Beach",268,1520,-0.002,0.0132,0.02,21698
2019-12-31,"60626","IL","Chicago-Naperville-Elgin","Cook County","Chicago",269,1560,0.0159,0.0054,0.0159,13236
2019-12-31,"33064","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Pompano Beach",270,1580,-0.0052,-0.0015,-0.0049,23673
2019-12-31,"48185","MI","Detroit-Warren-Dearborn","Wayne County","Westland",271,1110,-0.0127,-0.0045,-0.0143,15929
2019-12-31,"92627","CA","Los Angeles-Long Beach-Anaheim","Orange County","Costa Mesa",272,2960,-0.0094,0.0066,0.0112,13642
2019-12-31,"33027","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Miramar",273,1860,0.0149,0.01,0.0132,34773
2019-12-31,"85705","AZ","Tucson","Pima County","Tucson",274,1010,-0.0013,-0.0417,0.0397,10200
2019-12-31,"33311","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Fort Lauderdale",275,1440,-0.0113,-0.0038,0.0049,22399
2019-12-31,"08831","NJ","New York-Newark-Jersey City","Middlesex County","Monroe Township",276,1860,-0.0111,0.0076,0.0041,26729
2019-12-31,"20147","VA","Washington-Arlington-Alexandria","Loudoun County","Ashburn",277,2170,0.0013,-0.0178,-0.0005,23012
2019-12-31,"44130","OH","Cleveland-Elyria","Cuyahoga County","Parma Heights",278,1090,-0.002,0.0027,0.0157,18166
2019-12-31,"90025","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",279,3750,-0.0037,-0.0057,0.0067,11110
2019-12-31,"20878","MD","Washington-Arlington-Alexandria","Montgomery County","Gaithersburg",280,1920,-0.0014,0.0051,0.0222,22294
2019-12-31,"43228","OH","Columbus","Franklin County","Columbus",281,1030,0.0007,0.0074,-0.0206,15557
2019-12-31,"30022","GA","Atlanta-Sandy Springs-Roswell","Fulton County","Johns Creek",282,1650,-0.0054,0.0083,0.0402,24597
2019-12-31,"30004","GA","Atlanta-Sandy Springs-Roswell","Fulton County","Milton",283,1620,0.0006,-0.0062,0.0348,27225
2019-12-31,"23666","VA","Virginia Beach-Norfolk-Newport News","Hampton City","Hampton",284,1270,0.0041,0.0151,0.0234,18609
2019-12-31,"98682","WA","Portland-Vancouver-Hillsboro","Clark County","Vancouver",285,1600,-0.0071,0.0051,0.004,20045
2019-12-31,"95035","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","Milpitas",286,3160,-0.0043,-0.0032,0.0043,20892
2019-12-31,"91710","CA","Riverside-San Bernardino-Ontario","San Bernardino County","Chino",287,2180,-0.0055,-0.0129,-0.0064,22362
2019-12-31,"90011","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",288,2390,-0.0113,-0.0013,-0.0072,11703
2019-12-31,"23223","VA","Richmond","Richmond City","Richmond",289,1170,-0.0027,0.0168,0.0185,17459
2019-12-31,"27713","NC","Durham-Chapel Hill","Durham County","Durham",290,1300,-0.0024,0.0021,0.0298,20200
2019-12-31,"77082","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",291,1300,0.0137,0.0142,-0.0244,14359
2019-12-31,"44077","OH","Cleveland-Elyria","Lake County","Painesville",292,1090,0.0097,0.003,-0.0026,23088
2019-12-31,"94544","CA","San Francisco-Oakland-Hayward","Alameda County","Hayward",293,2710,0.0182,0.0029,0.0166,15394
2019-12-31,"43701","OH","Zanesville","Muskingum County","Zanesville",294,810,0.0062,0.0316,-0.0144,19879
2019-12-31,"11223","NY","New York-Newark-Jersey City","Kings County","New York",295,2100,0.0006,0.0165,0.0315,15672
2019-12-31,"60622","IL","Chicago-Naperville-Elgin","Cook County","Chicago",296,2140,0.0029,-0.0239,0.0157,18216
2019-12-31,"29464","SC","Charleston-North Charleston","Charleston County","Mount Pleasant",297,1920,0.0033,0.0132,-0.0053,22758
2019-12-31,"60616","IL","Chicago-Naperville-Elgin","Cook County","Chicago",298,1830,0.0229,-0.0049,0.015,18250
2019-12-31,"27284","NC","Winston-Salem","Forsyth County","Kernersville",299,1010,0.0294,0.0473,0.106,20110
2019-12-31,"35242","AL","Birmingham-Hoover","Jefferson County","Hoover",300,1280,0.013,-0.0329,-0.0377,20178
2019-12-31,"58103","ND","Fargo","Cass County","Fargo",301,900,-0.0121,0.0439,0.0086,11309
2019-12-31,"80015","CO","Denver-Aurora-Lakewood","Arapahoe County","Aurora",302,1690,-0.0112,-0.0086,0.0346,24763
2019-12-31,"20019","DC","Washington-Arlington-Alexandria","District of Columbia","Washington",303,1730,-0.0038,0.0008,-0.0187,13670
2019-12-31,"55901","MN","Rochester","Olmsted County","Rochester",304,1140,-0.0013,0.0073,-0.034,20577
2019-12-31,"80525","CO","Fort Collins","Larimer County","Fort Collins",305,1660,-0.0017,0.0061,0.0137,20653
2019-12-31,"30127","GA","Atlanta-Sandy Springs-Roswell","Cobb County","Powder Springs",306,1350,0.0046,0.0388,0.0583,26957
2019-12-31,"97402","OR","Eugene","Lane County","Eugene",307,1400,-0.001,0.0347,0.0691,13776
2019-12-31,"33313","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Lauderhill",308,1390,-0.0025,-0.0048,-0.0024,23403
2019-12-31,"71913","AR","Hot Springs","Garland County","Hot Springs",309,960,-0.0115,0.0022,0.0577,25346
2019-12-31,"90027","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",310,2980,0.0023,0.0085,0.0266,7551
2019-12-31,"37064","TN","Nashville-Davidson--Murfreesboro--Franklin","Williamson County","Franklin",311,1810,0.0064,0.0025,0.0171,24965
2019-12-31,"37066","TN","Nashville-Davidson--Murfreesboro--Franklin","Sumner County","Gallatin",312,1470,-0.0002,0.0222,0.0155,18951
2019-12-31,"98115","WA","Seattle-Tacoma-Bellevue","King County","Seattle",313,2060,0.0083,-0.0182,-0.0018,19981
2019-12-31,"42101","KY","Bowling Green","Warren County","Bowling Green",314,900,-0.0139,-0.0154,0.0086,14502
2019-12-31,"93727","CA","Fresno","Fresno County","Fresno",315,1340,0.002,0.0261,0.0551,19021
2019-12-31,"94568","CA","San Francisco-Oakland-Hayward","Alameda County","Dublin",316,3030,0.0074,0.0149,0.0172,21808
2019-12-31,"19124","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",317,1120,0.0068,0.0095,0.0101,21299
2019-12-31,"95051","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","Santa Clara",318,3420,0.001,-0.0031,0.0156,16732
2019-12-31,"91335","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",319,2700,0.0114,0.0157,0.0202,17557
2019-12-31,"95687","CA","Vallejo-Fairfield","Solano County","Vacaville",320,2140,0.0023,-0.0048,0.043,19107
2019-12-31,"32828","FL","Orlando-Kissimmee-Sanford","Orange County","Orlando",321,1480,-0.0009,0.002,0.02,21604
2019-12-31,"32225","FL","Jacksonville","Duval County","Jacksonville",322,1270,-0.0053,-0.0031,-0.0289,22006
2019-12-31,"76116","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",323,1360,-0.0093,-0.0091,0.0015,12814
2019-12-31,"90731","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",324,2400,-0.0153,-0.0257,0.0008,12681
2019-12-31,"77840","TX","College Station-Bryan","Brazos County","College Station",325,1110,0.0096,0.006,0.0089,10048
2019-12-31,"77007","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",326,1700,-0.0012,0.0168,-0.0037,21898
2019-12-31,"85251","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Scottsdale",327,1940,0.0189,0.0319,0.0985,22124
2019-12-31,"23452","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City","Virginia Beach",328,1440,0.004,0.0195,0.0153,20638
2019-12-31,"75150","TX","Dallas-Fort Worth-Arlington","Dallas County","Mesquite",329,1200,0.0151,0.0136,-0.0146,15521
2019-12-31,"30253","GA","Atlanta-Sandy Springs-Roswell","Henry County","McDonough",330,1350,-0.0059,0.0273,0.0372,22012
2019-12-31,"37122","TN","Nashville-Davidson--Murfreesboro--Franklin","Wilson County","Mount Juliet",331,1690,0.0075,0.0261,0.0265,23369
2019-12-31,"30135","GA","Atlanta-Sandy Springs-Roswell","Douglas County","Douglasville",332,1290,0.0234,0.0664,0.066,26170
2019-12-31,"73160","OK","Oklahoma City","Cleveland County","Moore",333,1040,0.0117,0.0118,0.0265,22008
2019-12-31,"89031","NV","Las Vegas-Henderson-Paradise","Clark County","North Las Vegas",334,1430,0.0055,0.0262,0.0762,29007
2019-12-31,"93550","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Palmdale",335,1870,-0.0235,-0.0087,0.0392,19042
2019-12-31,"43068","OH","Columbus","Franklin County","Reynoldsburg",336,1150,-0.0063,-0.016,-0.0212,17023
2019-12-31,"93536","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Lancaster",337,2050,-0.0095,0.0145,0.0419,22983
2019-12-31,"29681","SC","Greenville-Anderson-Mauldin","Greenville County","Simpsonville",338,1250,-0.0091,0.0126,0.0216,23394
2019-12-31,"60615","IL","Chicago-Naperville-Elgin","Cook County","Chicago",339,1630,0.0188,-0.0113,0.0145,14929
2019-12-31,"07087","NJ","New York-Newark-Jersey City","Hudson County","Union City",340,1980,0.0076,-0.0052,0.0173,8645
2019-12-31,"40601","KY","Frankfort","Franklin County","Frankfort",341,850,0.0151,0.0501,-0.0004,11772
2019-12-31,"33319","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Lauderhill",342,1460,0.0006,0.005,0.0028,26713
2019-12-31,"78501","TX","McAllen-Edinburg-Mission","Hidalgo County","McAllen",343,900,0.0014,0.0204,-0.0058,16558
2019-12-31,"98122","WA","Seattle-Tacoma-Bellevue","King County","Seattle",344,2220,-0.0033,-0.0117,0.0079,13597
2019-12-31,"21215","MD","Baltimore-Columbia-Towson","Baltimore City","Baltimore",345,1220,0.0078,0.0305,0.0131,15339
2019-12-31,"63123","MO","St. Louis","Saint Louis County","Affton",346,1110,-0.0001,0.0235,0.0592,20225
2019-12-31,"14580","NY","Rochester","Monroe County","Town of Webster",347,1230,-0.0208,-0.0108,-0.0523,19021
2019-12-31,"92630","CA","Los Angeles-Long Beach-Anaheim","Orange County","Lake Forest",348,2730,0.0056,-0.0039,0.0244,21176
2019-12-31,"66061","KS","Kansas City","Johnson County","Olathe",349,1260,0.0147,0.0106,0.0198,21637
2019-12-31,"14221","NY","Buffalo-Cheektowaga-Niagara Falls","Erie County","Town Of Amherst",350,1160,-0.0193,-0.0475,-0.015,20205
2019-12-31,"23451","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City","Virginia Beach",351,1880,0.0037,0.0003,0.0346,22460
2019-12-31,"94509","CA","San Francisco-Oakland-Hayward","Contra Costa County","Antioch",352,2280,0.0012,0.0061,0.044,37480
2019-12-31,"11208","NY","New York-Newark-Jersey City","Kings County","New York",353,2250,0.0084,0.0061,-0.0087,13907
2019-12-31,"11225","NY","New York-Newark-Jersey City","Kings County","New York",354,2320,0.0017,0.0184,0.0267,7845
2019-12-31,"95758","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Elk Grove",355,1810,-0.0005,0.0008,0.0016,20769
2019-12-31,"93306","CA","Bakersfield","Kern County","Bakersfield",356,1230,0.0026,0.0238,0.0487,20055
2019-12-31,"60641","IL","Chicago-Naperville-Elgin","Cook County","Chicago",357,1590,0.0014,-0.0227,0.0046,13670
2019-12-31,"78249","TX","San Antonio-New Braunfels","Bexar County","San Antonio",358,1220,-0.008,-0.0144,-0.0394,17795
2019-12-31,"89123","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",359,1420,0.0016,0.0154,0.0446,25955
2019-12-31,"21122","MD","Baltimore-Columbia-Towson","Anne Arundel County","Pasadena",360,1860,0.0022,0.0021,-0.0092,23010
2019-12-31,"89148","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",361,1650,-0.0049,-0.0009,0.0694,24666
2019-12-31,"93307","CA","Bakersfield","Kern County","Bakersfield",362,1150,0.0084,0.0315,0.067,18739
2019-12-31,"77057","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",363,1730,-0.003,0.0076,-0.0261,15505
2019-12-31,"19446","PA","Philadelphia-Camden-Wilmington","Montgomery County","Lansdale",364,1490,-0.0045,-0.0123,0.0173,18675
2019-12-31,"93535","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Lancaster",365,1880,0.0062,0.0032,0.0566,20441
2019-12-31,"78254","TX","San Antonio-New Braunfels","Bexar County","San Antonio",366,1500,0.0091,-0.0094,0.0305,24425
2019-12-31,"94122","CA","San Francisco-Oakland-Hayward","San Francisco County","San Francisco",367,4060,-0.0036,-0.0042,0.0212,12945
2019-12-31,"33467","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County","Greenacres",368,1810,0.0046,0.0351,0.0469,25429
2019-12-31,"11101","NY","New York-Newark-Jersey City","Queens County","New York",369,2750,0.0074,0.019,0.0119,8292
2019-12-31,"77521","TX","Houston-The Woodlands-Sugar Land","Harris County","Baytown",370,1300,0.0159,0.012,-0.0426,17297
2019-12-31,"93274","CA","Visalia-Porterville","Tulare County","Tulare",371,1180,0.0174,0.0421,0.0473,18656
2019-12-31,"27707","NC","Durham-Chapel Hill","Durham County","Durham",372,1280,0.0026,0.0112,0.043,15185
2019-12-31,"46143","IN","Indianapolis-Carmel-Anderson","Johnson County","Greenwood",373,1230,0.0046,0.0287,0.0398,20489
2019-12-31,"34293","FL","North Port-Sarasota-Bradenton","Sarasota County","Venice",374,1660,-0.0008,-0.0103,-0.069,25762
2019-12-31,"29445","SC","Charleston-North Charleston","Berkeley County","Goose Creek",375,1360,0.0099,0.0276,0.0008,13100
2019-12-31,"98133","WA","Seattle-Tacoma-Bellevue","King County","Shoreline",376,1950,0.0004,-0.0148,0.003,15840
2019-12-31,"33321","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Tamarac",377,1500,0.001,0.0018,0.007,29456
2019-12-31,"75070","TX","Dallas-Fort Worth-Arlington","Collin County","McKinney",378,1720,-0.0004,-0.0139,-0.0277,31178
2019-12-31,"60660","IL","Chicago-Naperville-Elgin","Cook County","Chicago",379,1690,0.0111,0.0043,0.0351,13706
